SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR6172233	17453	marine sediment metagenome	0	2	0.0115%	28.9761	-87.8683	marine	O2
SRR6172268	16882	marine sediment metagenome	0	2	0.0118%	19.05641	-92.12449	marine	O2
SRR6172277	15699	marine sediment metagenome	0	2	0.0127%	19.44414	-93.88871	marine	O2
SRR6173610	77266	marine sediment metagenome	2	2	0.0026%	28.99	-88.0455	marine	O2
SRR6401517	23883	marine metagenome	0	2	0.0084%	-31.86111	115.7542	marine	O2
SRR6401675	47660	marine metagenome	0	2	0.0042%	-19.154109	146.6426	marine	O2
SRR6401694	40953	marine metagenome	0	2	0.0049%	-31.86344	115.7076	marine	O2
SRR7034275	14042	marine metagenome	0	2	0.0142%	-19.154109	146.6426	marine	O2
SRR7034332	17106	marine metagenome	0	2	0.0117%	-19.154109	146.6426	marine	O2
SRR7034390	10698	marine metagenome	0	2	0.0187%	-19.154109	146.6426	marine	O2
SRR7034391	12488	marine metagenome	0	2	0.0160%	-19.154109	146.6426	marine	O2
SRR7034398	10346	marine metagenome	0	2	0.0193%	-18.574387	146.496432	marine	O2
SRR7034438	9363	marine metagenome	0	2	0.0214%	-19.154109	146.6426	marine	O2
SRR7034443	10811	marine metagenome	0	2	0.0185%	-19.154109	146.6426	marine	O2
SRR7034551	13549	marine metagenome	2	2	0.0148%	-18.574387	146.496432	marine	O2
SRR7034553	11676	marine metagenome	0	2	0.0171%	-18.574387	146.496432	marine	O2
SRR7034710	11657	marine metagenome	0	2	0.0172%	-18.610732	146.486807	marine	O2
SRR7034724	19372	marine metagenome	0	2	0.0103%	-18.574387	146.496432	marine	O2
SRR7034766	94910	marine metagenome	0	2	0.0021%	-34.069392	151.110958	marine	O2
SRR7035095	142479	marine metagenome	0	2	0.0014%	-33.991414	151.233356	marine	O2
SRR7035104	132505	marine metagenome	0	2	0.0015%	-33.825836	151.263267	marine	O2
SRR7035232	99381	marine metagenome	0	2	0.0020%	-33.847158	151.198286	marine	O2
SRR7035239	103332	marine metagenome	0	2	0.0019%	-33.991414	151.233356	marine	O2
SRR7035383	56120	marine metagenome	0	2	0.0036%	-31.86344	115.7076	marine	O2
SRR7035689	71294	marine metagenome	0	2	0.0028%	-31.86344	115.7076	marine	O2
SRR7182687	61468	marine metagenome	0	2	0.0033%	37.61	-68.41	marine	O2
SRR7595073	99015	marine metagenome	0	2	0.0020%	-33.847158	151.198286	marine	O2
SRR7595421	142690	marine metagenome	0	2	0.0014%	-33.991414	151.233356	marine	O2
SRR7595690	71351	marine metagenome	0	2	0.0028%	-31.86344	115.7076	marine	O2
SRR7595994	51931	marine metagenome	0	2	0.0039%	-31.86111	115.7542	marine	O2
SRR7596315	56221	marine metagenome	0	2	0.0036%	-31.86344	115.7076	marine	O2
SRR7596842	103495	marine metagenome	0	2	0.0019%	-33.991414	151.233356	marine	O2
SRR7597071	94983	marine metagenome	0	2	0.0021%	-34.069392	151.110958	marine	O2
SRR7597208	132259	marine metagenome	0	2	0.0015%	-33.825836	151.263267	marine	O2
SRR7598331	17071	marine metagenome	0	2	0.0117%	-19.154109	146.6426	marine	O2
SRR7598474	19567	marine metagenome	0	2	0.0102%	-18.574387	146.496432	marine	O2
SRR7598507	13991	marine metagenome	0	2	0.0143%	-18.574387	146.496432	marine	O2
SRR7598510	11713	marine metagenome	0	2	0.0171%	-18.574387	146.496432	marine	O2
SRR7598511	13547	marine metagenome	0	2	0.0148%	-18.574387	146.496432	marine	O2
SRR7598546	9531	marine metagenome	0	2	0.0210%	-19.154109	146.6426	marine	O2
SRR7598554	10879	marine metagenome	0	2	0.0184%	-19.154109	146.6426	marine	O2
SRR7598597	10286	marine metagenome	0	2	0.0194%	-18.574387	146.496432	marine	O2
SRR7598749	11660	marine metagenome	0	2	0.0172%	-18.610732	146.486807	marine	O2
SRR8361107	23723	marine sediment metagenome	0	2	0.0084%	28.36	-87.37	marine	O2
SRR8361115	12076	marine sediment metagenome	0	2	0.0166%	27.71	-87.1	marine	O2
SRR8361176	25772	marine sediment metagenome	0	2	0.0078%	27.89	-86.74	marine	O2
SRR8361204	13637	marine sediment metagenome	0	2	0.0147%	26.27	-86.45	marine	O2
SRR8361222	15148	marine sediment metagenome	0	2	0.0132%	28.17	-87.65	marine	O2
SRR8361224	75608	marine sediment metagenome	0	2	0.0026%	28.3	-89.95	marine	O2
SRR8361229	27557	marine sediment metagenome	0	2	0.0073%	27.51	-85.15	marine	O2
SRR8361245	11567	marine sediment metagenome	0	2	0.0173%	28.41	-86.78	marine	O2
SRR8361256	21343	marine sediment metagenome	0	2	0.0094%	26.43	-86.94	marine	O2
SRR8361275	14831	marine sediment metagenome	0	2	0.0135%	26.59	-87.51	marine	O2
SRR8361309	6555	marine sediment metagenome	0	2	0.0305%	27.71	-86.83	marine	O2
SRR8361339	13138	marine sediment metagenome	0	2	0.0152%	26.49	-86.68	marine	O2
SRR8490014	73473	marine sediment metagenome	2	2	0.0027%	41.145	2.8925	marine	O2
SRR8521188	9427	marine sediment metagenome	0	2	0.0212%	30.2578	-87.2975	marine	O2
SRR8521203	9945	marine sediment metagenome	0	2	0.0201%	30.2578	-87.2975	marine	O2
SRR8559033	153960	marine metagenome	0	2	0.0013%	22.75	-158	marine	O2
SRR8589865	53926	marine sediment metagenome	2	2	0.0037%	22.783333	-56.516667	marine	O2
SRR8589924	43694	marine sediment metagenome	2	2	0.0046%	22.783333	-56.516667	marine	O2
SRR2130137	26756	marine sediment metagenome	4	4	0.0149%	44.993	12.556	marine	O4
SRR1221645	5889	marine sediment metagenome	2	2	0.0340%	27	-111.24	marine	O4
DRR012968	11026	marine sediment metagenome	0	8	0.0726%	missing	missing	marine	O6
SRR4071671	69522	marine metagenome	0	7	0.0101%	18.906	-155.257	marine	O6
DRR012964	575	marine sediment metagenome	0	5	0.8696%	missing	missing	marine	O6
SRR6432741	387739	marine metagenome	0	27	0.0070%	-20.526	-70.712	marine	O3
ERR1056314	114062	marine metagenome	0	14	0.0123%	missing	missing	marine	O3
SRR2136252	41319	marine metagenome	12	12	0.0290%	44.6667	-125.1	marine	O3
SRR6432735	411392	marine metagenome	0	10	0.0024%	-20.526	-70.712	marine	O3
SRR1583216	538008	marine sediment metagenome	0	9	0.0017%	39.99026	51.500808	marine	O3
SRR1824253	21298	marine metagenome	0	7	0.0329%	18.9	-104.5	marine	O3
SRR1583215	776155	marine sediment metagenome	0	6	0.0008%	39.99026	51.500808	marine	O3
SRR6432738	344841	marine metagenome	0	6	0.0017%	-20.526	-70.712	marine	O3
SRR1583218	290262	marine sediment metagenome	0	5	0.0017%	39.99026	51.500808	marine	O3
SRR8591396	5987209	marine metagenome	0	5	0.0001%	40.284338	50.932697	marine	O3
SRR1824386	60162	marine metagenome	4	4	0.0066%	44.568223	-125.152987	marine	O3
SRR1980857	160359	seawater metagenome	0	4	0.0025%	13.96	-116.57	marine	O3
SRR2001625	42847	marine sediment metagenome	0	4	0.0093%	36.09	120.15	marine	O3
SRR6171609	130042	marine sediment metagenome	0	4	0.0031%	28.9761	-87.8683	marine	O3
SRR6172283	72379	marine sediment metagenome	0	4	0.0055%	29.122783	-87.867733	marine	O3
ERR867782	2044449	marine metagenome	0	3	0.0001%	-12.3382	130.6952	marine	O3
SRR1583217	50471	marine sediment metagenome	0	3	0.0059%	39.99026	51.500808	marine	O3
SRR1583219	333672	marine sediment metagenome	0	3	0.0009%	39.99026	51.500808	marine	O3
SRR1980856	181055	seawater metagenome	0	3	0.0017%	13.96	-116.57	marine	O3
SRR2136244	41497	marine metagenome	3	3	0.0072%	44.6667	-125.1	marine	O3
SRR6171595	197869	marine sediment metagenome	0	3	0.0015%	29.25581	-87.73238	marine	O3
SRR6171597	88952	marine sediment metagenome	0	3	0.0034%	29.25581	-87.73238	marine	O3
SRR6171879	215163	marine sediment metagenome	0	3	0.0014%	29.25581	-87.73238	marine	O3
SRR6171886	87349	marine sediment metagenome	0	3	0.0034%	29.25581	-87.73238	marine	O3
SRR1557173	81273	marine sediment metagenome	0	2	0.0025%	31	122	marine	O3
SRR1583210	300741	marine sediment metagenome	0	2	0.0007%	39.74559	50.4806	marine	O3
SRR1583214	360333	marine sediment metagenome	0	2	0.0006%	39.74559	50.4806	marine	O3
SRR1647969	60511	marine sediment metagenome	2	2	0.0033%	44.5700585	-125.147483	marine	O3
SRR1824355	32690	marine metagenome	0	2	0.0061%	8.930569	-84.312839	marine	O3
SRR1824364	80894	marine metagenome	2	2	0.0025%	44.669499	-125.09822	marine	O3
SRR1824391	51510	marine metagenome	2	2	0.0039%	8.92986633	-84.31302566	marine	O3
SRR1980872	73532	seawater metagenome	0	2	0.0027%	13.85	-116.63	marine	O3
SRR2913575	27951	marine sediment metagenome	0	2	0.0072%	33.47	-118.4	marine	O3
SRR2913578	39473	marine sediment metagenome	0	2	0.0051%	33.47	-118.4	marine	O3
SRR6171871	203687	marine sediment metagenome	0	2	0.0010%	29.25581	-87.73238	marine	O3
SRR6172092	87997	marine sediment metagenome	0	2	0.0023%	29.25581	-87.73238	marine	O3
SRR6172093	86964	marine sediment metagenome	0	2	0.0023%	29.25581	-87.73238	marine	O3
SRR6172245	70301	marine sediment metagenome	0	2	0.0028%	29.25581	-87.73238	marine	O3
SRR6172253	79468	marine sediment metagenome	0	2	0.0025%	29.122783	-87.867733	marine	O3
SRR6173739	205326	marine sediment metagenome	0	2	0.0010%	29.1227	-87.266217	marine	O3
SRR5465778	42483	marine metagenome	10	46	0.1083%	37.833	49.617	marine	O5
SRR5465778	42483	marine metagenome	10	46	0.1083%	37.833	49.617	marine	O5
SRR1647969	60511	marine sediment metagenome	0	42	0.0694%	44.5700585	-125.147483	marine	O5
SRR6171665	123453	marine sediment metagenome	0	28	0.0227%	29.0003	-87.5074	marine	O5
SRR1647972	50186	marine sediment metagenome	0	23	0.0458%	40.8114953	-124.610823	marine	O5
SRR1824371	73033	marine metagenome	0	20	0.0274%	44.667106	-125.09997	marine	O5
SRR6171691	206484	marine sediment metagenome	0	19	0.0092%	28.9761	-87.8683	marine	O5
SRR8490018	90780	marine sediment metagenome	0	16	0.0176%	41.460278	2.872075	marine	O5
SRR6173672	167345	marine sediment metagenome	0	13	0.0078%	29.2976	-86.9968	marine	O5
SRR1647971	44423	marine sediment metagenome	0	12	0.0270%	40.8114953	-124.610823	marine	O5
SRR6173516	105726	marine sediment metagenome	0	12	0.0114%	28.9164	-87.6691	marine	O5
SRR6173625	65312	marine sediment metagenome	0	12	0.0184%	29.122783	-87.867733	marine	O5
SRR1824408	49039	marine metagenome	0	11	0.0224%	44.667079	-125.10002	marine	O5
SRR1647965	73162	marine sediment metagenome	0	10	0.0137%	44.5700585	-125.147483	marine	O5
SRR2136240	36324	marine metagenome	0	10	0.0275%	44.6667	-125.1	marine	O5
SRR6173682	102562	marine sediment metagenome	0	10	0.0098%	28.9164	-87.6691	marine	O5
SRR2026975	10322	marine metagenome	0	9	0.0872%	20	-107	marine	O5
SRR2136254	33656	marine metagenome	0	9	0.0267%	44.6667	-125.1	marine	O5
SRR5465783	83102	marine metagenome	9	9	0.0108%	34.819	54.684	marine	O5
SRR6171625	115969	marine sediment metagenome	0	9	0.0078%	29.0003	-87.5074	marine	O5
SRR6171667	111827	marine sediment metagenome	0	9	0.0080%	28.9401	-87.5824	marine	O5
SRR6173548	167491	marine sediment metagenome	0	9	0.0054%	29.1227	-87.266217	marine	O5
SRR6173599	186370	marine sediment metagenome	0	9	0.0048%	29.1227	-87.266217	marine	O5
SRR6171643	82705	marine sediment metagenome	0	8	0.0097%	28.9761	-87.8683	marine	O5
SRR6171750	125001	marine sediment metagenome	0	8	0.0064%	29.0003	-87.5074	marine	O5
SRR1647919	44100	marine sediment metagenome	0	7	0.0159%	44.5700585	-125.147483	marine	O5
SRR1647974	54518	marine sediment metagenome	0	7	0.0128%	40.8114953	-124.610823	marine	O5
SRR1824421	61810	marine metagenome	0	7	0.0113%	44.568466	-125.152824	marine	O5
SRR5465781	56315	marine metagenome	7	7	0.0124%	38.565	48.11	marine	O5
SRR1824416	30169	marine metagenome	0	6	0.0199%	44.667061	-125.09997	marine	O5
SRR5465785	69157	marine metagenome	6	6	0.0087%	38.953	47.407	marine	O5
SRR6171610	189830	marine sediment metagenome	0	6	0.0032%	28.9761	-87.8683	marine	O5
SRR6171650	123108	marine sediment metagenome	0	6	0.0049%	28.9401	-87.5824	marine	O5
SRR6171659	114333	marine sediment metagenome	0	6	0.0052%	29.0003	-87.5074	marine	O5
SRR6171660	117132	marine sediment metagenome	0	6	0.0051%	29.0003	-87.5074	marine	O5
SRR6171694	162293	marine sediment metagenome	0	6	0.0037%	28.9401	-87.5824	marine	O5
SRR6173703	76076	marine sediment metagenome	0	6	0.0079%	29.043	-87.2824	marine	O5
SRR6173738	76946	marine sediment metagenome	0	6	0.0078%	29.1227	-87.266217	marine	O5
SRR1647964	57603	marine sediment metagenome	0	5	0.0087%	44.5700585	-125.147483	marine	O5
SRR1824414	46647	marine metagenome	0	5	0.0107%	40.81149533	-124.610823	marine	O5
SRR2827650	153667	marine sediment metagenome	0	5	0.0033%	-64.38596	-62.14854	marine	O5
SRR5465780	85608	marine metagenome	5	5	0.0058%	38.319	47.965	marine	O5
SRR5465813	31319	marine metagenome	5	5	0.0160%	6.364	60.527	marine	O5
SRR6171831	137125	marine sediment metagenome	0	5	0.0036%	29.0003	-87.5074	marine	O5
SRR6171990	138480	marine sediment metagenome	0	5	0.0036%	29.122783	-87.867733	marine	O5
SRR6172046	86095	marine sediment metagenome	0	5	0.0058%	29.25581	-87.73238	marine	O5
SRR6172247	66464	marine sediment metagenome	0	5	0.0075%	29.122783	-87.867733	marine	O5
SRR6172253	79468	marine sediment metagenome	0	5	0.0063%	29.122783	-87.867733	marine	O5
SRR6172283	72379	marine sediment metagenome	0	5	0.0069%	29.122783	-87.867733	marine	O5
SRR6173681	113043	marine sediment metagenome	0	5	0.0044%	28.9164	-87.6691	marine	O5
SRR1649637	354123	marine sediment metagenome	0	4	0.0011%	37.8629	-122.3132	marine	O5
SRR1649643	171276	marine sediment metagenome	0	4	0.0023%	37.8629	-122.3132	marine	O5
SRR1824330	44109	marine metagenome	0	4	0.0091%	44.669454	-125.098145	marine	O5
SRR1824413	33674	marine metagenome	0	4	0.0119%	44.667061	-125.09997	marine	O5
SRR1824417	30494	marine metagenome	0	4	0.0131%	44.667447	-125.100486	marine	O5
SRR6171666	115424	marine sediment metagenome	0	4	0.0035%	28.9401	-87.5824	marine	O5
SRR6171821	132524	marine sediment metagenome	0	4	0.0030%	28.9401	-87.5824	marine	O5
SRR6171991	153125	marine sediment metagenome	0	4	0.0026%	29.122783	-87.867733	marine	O5
SRR6172248	68723	marine sediment metagenome	0	4	0.0058%	29.122783	-87.867733	marine	O5
SRR6172284	67237	marine sediment metagenome	0	4	0.0059%	29.122783	-87.867733	marine	O5
SRR6173641	111622	marine sediment metagenome	0	4	0.0036%	28.9164	-87.6691	marine	O5
SRR1647946	46286	marine sediment metagenome	0	3	0.0065%	44.5700585	-125.147483	marine	O5
SRR1647966	37147	marine sediment metagenome	0	3	0.0081%	44.5700585	-125.147483	marine	O5
SRR1649641	260772	marine sediment metagenome	0	3	0.0012%	37.8629	-122.3132	marine	O5
SRR1649670	120584	marine sediment metagenome	0	3	0.0025%	37.8629	-122.3132	marine	O5
SRR1824368	72041	marine metagenome	0	3	0.0042%	44.669499	-125.09822	marine	O5
SRR1824375	52991	marine metagenome	0	3	0.0057%	44.667079	-125.100033	marine	O5
SRR1824394	53071	marine metagenome	0	3	0.0057%	44.667726	-125.100838	marine	O5
SRR6171634	169430	marine sediment metagenome	0	3	0.0018%	29.25581	-87.73238	marine	O5
SRR6171798	106879	marine sediment metagenome	0	3	0.0028%	28.9401	-87.5824	marine	O5
SRR6171845	122351	marine sediment metagenome	0	3	0.0025%	28.9401	-87.5824	marine	O5
SRR6173608	77166	marine sediment metagenome	0	3	0.0039%	28.99	-88.0455	marine	O5
SRR7610916	25965	marine sediment metagenome	0	3	0.0116%	16.384919	119.925485	marine	O5
SRR7610921	43073	marine sediment metagenome	0	3	0.0070%	16.384919	119.925485	marine	O5
SRR1647970	54324	marine sediment metagenome	0	2	0.0037%	40.8114953	-124.610823	marine	O5
SRR1649663	229261	marine sediment metagenome	0	2	0.0009%	37.8629	-122.3132	marine	O5
SRR1824332	26665	marine metagenome	0	2	0.0075%	44.668842	-125.108653	marine	O5
SRR1824358	47878	marine metagenome	0	2	0.0042%	44.667079	-125.100033	marine	O5
SRR2913583	30328	marine sediment metagenome	0	2	0.0066%	33.47	-118.4	marine	O5
SRR5465784	74899	marine metagenome	2	2	0.0027%	34.299	55.584	marine	O5
SRR6173671	136276	marine sediment metagenome	0	2	0.0015%	29.2976	-86.9968	marine	O5
SRR6173774	78948	marine sediment metagenome	0	2	0.0025%	29.122783	-87.867733	marine	O5
SRR1647969	60511	marine sediment metagenome	0	130	0.2148%	44.5700585	-125.147483	marine	O5
SRR2136248	53118	marine metagenome	0	58	0.1092%	44.6667	-125.1	marine	O5
SRR1647968	39762	marine sediment metagenome	0	31	0.0780%	44.5700585	-125.147483	marine	O5
SRR6171665	123453	marine sediment metagenome	28	28	0.0227%	29.0003	-87.5074	marine	O5
SRR1647972	50186	marine sediment metagenome	0	23	0.0458%	40.8114953	-124.610823	marine	O5
SRR1647964	57603	marine sediment metagenome	0	20	0.0347%	44.5700585	-125.147483	marine	O5
SRR1824371	73033	marine metagenome	20	20	0.0274%	44.667106	-125.09997	marine	O5
SRR6171691	206484	marine sediment metagenome	19	19	0.0092%	28.9761	-87.8683	marine	O5
SRR5809644	311477	marine metagenome	0	16	0.0051%	48.35	-123.3	marine	O5
SRR2136254	33656	marine metagenome	0	15	0.0446%	44.6667	-125.1	marine	O5
SRR1824409	43183	marine metagenome	0	14	0.0324%	44.667627	-125.100712	marine	O5
SRR1647963	41787	marine sediment metagenome	0	13	0.0311%	44.5700585	-125.147483	marine	O5
SRR1824413	33674	marine metagenome	0	13	0.0386%	44.667061	-125.09997	marine	O5
SRR1647966	37147	marine sediment metagenome	0	12	0.0323%	44.5700585	-125.147483	marine	O5
SRR1647967	58560	marine sediment metagenome	0	12	0.0205%	44.5700585	-125.147483	marine	O5
SRR1647971	44423	marine sediment metagenome	12	12	0.0270%	40.8114953	-124.610823	marine	O5
SRR6173625	65312	marine sediment metagenome	12	12	0.0184%	29.122783	-87.867733	marine	O5
SRR1824408	49039	marine metagenome	11	11	0.0224%	44.667079	-125.10002	marine	O5
SRR1647965	73162	marine sediment metagenome	10	10	0.0137%	44.5700585	-125.147483	marine	O5
SRR2136240	36324	marine metagenome	10	10	0.0275%	44.6667	-125.1	marine	O5
SRR5465778	42483	marine metagenome	0	10	0.0235%	37.833	49.617	marine	O5
SRR5465783	83102	marine metagenome	0	9	0.0108%	34.819	54.684	marine	O5
SRR1824358	47878	marine metagenome	0	8	0.0167%	44.667079	-125.100033	marine	O5
SRR5809627	237345	marine metagenome	0	8	0.0034%	48.35	-123.3	marine	O5
SRR6171750	125001	marine sediment metagenome	8	8	0.0064%	29.0003	-87.5074	marine	O5
SRR1647919	44100	marine sediment metagenome	0	7	0.0159%	44.5700585	-125.147483	marine	O5
SRR1647937	57738	marine sediment metagenome	0	7	0.0121%	44.5700585	-125.147483	marine	O5
SRR1647974	54518	marine sediment metagenome	7	7	0.0128%	40.8114953	-124.610823	marine	O5
SRR1824421	61810	marine metagenome	0	7	0.0113%	44.568466	-125.152824	marine	O5
SRR2136252	41319	marine metagenome	0	7	0.0169%	44.6667	-125.1	marine	O5
SRR5465781	56315	marine metagenome	0	7	0.0124%	38.565	48.11	marine	O5
SRR1824416	30169	marine metagenome	0	6	0.0199%	44.667061	-125.09997	marine	O5
SRR5465785	69157	marine metagenome	0	6	0.0087%	38.953	47.407	marine	O5
SRR6171659	114333	marine sediment metagenome	6	6	0.0052%	29.0003	-87.5074	marine	O5
SRR1824383	48085	marine metagenome	0	5	0.0104%	44.567899	-125.153101	marine	O5
SRR1824414	46647	marine metagenome	0	5	0.0107%	40.81149533	-124.610823	marine	O5
SRR2827650	153667	marine sediment metagenome	0	5	0.0033%	-64.38596	-62.14854	marine	O5
SRR5465780	85608	marine metagenome	0	5	0.0058%	38.319	47.965	marine	O5
SRR5465813	31319	marine metagenome	0	5	0.0160%	6.364	60.527	marine	O5
SRR5809665	221265	marine metagenome	0	5	0.0023%	48.35	-123.3	marine	O5
SRR1647970	54324	marine sediment metagenome	0	4	0.0074%	40.8114953	-124.610823	marine	O5
SRR1649637	354123	marine sediment metagenome	0	4	0.0011%	37.8629	-122.3132	marine	O5
SRR1649643	171276	marine sediment metagenome	4	4	0.0023%	37.8629	-122.3132	marine	O5
SRR1824330	44109	marine metagenome	0	4	0.0091%	44.669454	-125.098145	marine	O5
SRR1824360	67479	marine metagenome	0	4	0.0059%	44.56789	-125.153063	marine	O5
SRR1824417	30494	marine metagenome	4	4	0.0131%	44.667447	-125.100486	marine	O5
SRR1649639	226944	marine sediment metagenome	3	3	0.0013%	37.8629	-122.3132	marine	O5
SRR1649641	260772	marine sediment metagenome	0	3	0.0012%	37.8629	-122.3132	marine	O5
SRR1649670	120584	marine sediment metagenome	0	3	0.0025%	37.8629	-122.3132	marine	O5
SRR1824368	72041	marine metagenome	3	3	0.0042%	44.669499	-125.09822	marine	O5
SRR1824372	61261	marine metagenome	3	3	0.0049%	44.667106	-125.09997	marine	O5
SRR1824375	52991	marine metagenome	0	3	0.0057%	44.667079	-125.100033	marine	O5
SRR1824394	53071	marine metagenome	3	3	0.0057%	44.667726	-125.100838	marine	O5
SRR1824402	45019	marine metagenome	0	3	0.0067%	44.667744	-125.100926	marine	O5
SRR5001969	21396	marine sediment metagenome	0	3	0.0140%	38.32	-123.05	marine	O5
SRR5809664	253582	marine metagenome	0	3	0.0012%	48.35	-123.3	marine	O5
SRR6172160	14459	marine sediment metagenome	0	3	0.0207%	20.00893	-92.38654	marine	O5
SRR6172164	31297	marine sediment metagenome	0	3	0.0096%	19.37008	-92.31718	marine	O5
SRR1649629	236304	marine sediment metagenome	0	2	0.0008%	37.8629	-122.3132	marine	O5
SRR1649660	112939	marine sediment metagenome	0	2	0.0018%	37.8629	-122.3132	marine	O5
SRR1649663	229261	marine sediment metagenome	0	2	0.0009%	37.8629	-122.3132	marine	O5
SRR1819740	94696	seawater metagenome	2	2	0.0021%	21.43	-157.79	marine	O5
SRR1824332	26665	marine metagenome	0	2	0.0075%	44.668842	-125.108653	marine	O5
SRR2103935	255512	marine metagenome	0	2	0.0008%	54.174181	7.884658	marine	O5
SRR2913562	27681	marine sediment metagenome	0	2	0.0072%	44.34	-125.9	marine	O5
SRR2913564	25552	marine sediment metagenome	0	2	0.0078%	44.34	-125.9	marine	O5
SRR5465784	74899	marine metagenome	0	2	0.0027%	34.299	55.584	marine	O5
SRR6172073	20441	marine sediment metagenome	0	2	0.0098%	28.736669	-88.387161	marine	O5
SRR6172187	9952	marine sediment metagenome	0	2	0.0201%	19.44414	-92.31718	marine	O5
SRR6172196	18478	marine sediment metagenome	0	2	0.0108%	19.44414	-93.88871	marine	O5
SRR6172288	11797	marine sediment metagenome	0	2	0.0170%	20.00893	-92.31718	marine	O5
SRR5188901	244922	marine metagenome	0	24	0.0098%	22.040001	38.961111	marine	O1
SRR5188896	147085	marine metagenome	0	5	0.0034%	23.611944	38.523889	marine	O1
SRR5188894	68300	marine metagenome	0	3	0.0044%	23.611943	38.523889	marine	O1
SRR5188897	63743	marine metagenome	0	2	0.0031%	23.085832	38.811389	marine	O1
SRR6457340	57781	marine metagenome	0	2	0.0035%	27.99	-87.5	marine	O1
SRR2130137	26756	marine sediment metagenome	4	4	0.0149%	44.993	12.556	marine	O4
ERR126156	4397	marine sediment metagenome	0	3	0.0682%	27.07	-111.24	marine	O4
DRR014144	22886	ecological metagenomes	148	148	0.6467%	missing	missing	other	O6
DRR014144	22886	ecological metagenomes	148	148	0.6467%	missing	missing	other	O7
SRR5913970	55387	biofilm metagenome	0	5635	10.1739%	missing	missing	other	O1
SRR8270266	80580	activated sludge metagenome	5537	5537	6.8714%	missing	missing	other	O1
SRR5913974	58375	biofilm metagenome	0	4895	8.3854%	missing	missing	other	O1
SRR8270267	79603	activated sludge metagenome	3578	3578	4.4948%	missing	missing	other	O1
SRR5913973	60169	biofilm metagenome	0	3517	5.8452%	missing	missing	other	O1
SRR5913972	58256	biofilm metagenome	0	2697	4.6296%	missing	missing	other	O1
SRR5913971	60715	biofilm metagenome	0	2550	4.2000%	missing	missing	other	O1
SRR8270265	72902	activated sludge metagenome	2220	2220	3.0452%	missing	missing	other	O1
SRR5337856	1050311	activated sludge metagenome	0	1773	0.1688%	36.4	117.3	other	O1
SRR5118346	32872	sludge metagenome	0	1478	4.4962%	missing	missing	other	O1
SRR5118346	32872	sludge metagenome	0	1478	4.4962%	missing	missing	other	O1
SRR5913966	52034	biofilm metagenome	0	1242	2.3869%	missing	missing	other	O1
SRR5913966	52034	biofilm metagenome	0	1242	2.3869%	missing	missing	other	O1
SRR5118341	27487	sludge metagenome	0	1148	4.1765%	missing	missing	other	O1
SRR5118341	27487	sludge metagenome	0	1148	4.1765%	missing	missing	other	O1
SRR5118349	38102	sludge metagenome	0	1134	2.9762%	missing	missing	other	O1
SRR5118349	38102	sludge metagenome	0	1134	2.9762%	missing	missing	other	O1
SRR5118351	35261	sludge metagenome	0	983	2.7878%	missing	missing	other	O1
SRR5118351	35261	sludge metagenome	0	983	2.7878%	missing	missing	other	O1
SRR5913980	24200	biofilm metagenome	0	878	3.6281%	missing	missing	other	O1
SRR5913980	24200	biofilm metagenome	0	878	3.6281%	missing	missing	other	O1
SRR5118344	29689	sludge metagenome	0	871	2.9337%	missing	missing	other	O1
SRR5118344	29689	sludge metagenome	0	871	2.9337%	missing	missing	other	O1
SRR5118345	23210	sludge metagenome	0	855	3.6838%	missing	missing	other	O1
SRR5118345	23210	sludge metagenome	0	855	3.6838%	missing	missing	other	O1
ERR1294785	710961	metagenome	0	854	0.1201%	21.608454	39.092208	other	O1
SRR5913961	41845	biofilm metagenome	0	783	1.8712%	missing	missing	other	O1
SRR5913961	41845	biofilm metagenome	0	783	1.8712%	missing	missing	other	O1
SRR8270270	72829	activated sludge metagenome	754	754	1.0353%	missing	missing	other	O1
SRR8270272	86349	activated sludge metagenome	689	689	0.7979%	missing	missing	other	O1
SRR8270269	83101	activated sludge metagenome	675	675	0.8123%	missing	missing	other	O1
SRR8270271	71419	activated sludge metagenome	653	653	0.9143%	missing	missing	other	O1
SRR5913985	35115	biofilm metagenome	0	648	1.8454%	missing	missing	other	O1
SRR5913985	35115	biofilm metagenome	0	648	1.8454%	missing	missing	other	O1
SRR5118347	32496	sludge metagenome	0	638	1.9633%	missing	missing	other	O1
SRR5118347	32496	sludge metagenome	0	638	1.9633%	missing	missing	other	O1
SRR8270274	79174	activated sludge metagenome	607	607	0.7667%	missing	missing	other	O1
SRR8270273	77576	activated sludge metagenome	561	561	0.7232%	missing	missing	other	O1
SRR5118342	32476	sludge metagenome	0	540	1.6628%	missing	missing	other	O1
SRR5118342	32476	sludge metagenome	0	540	1.6628%	missing	missing	other	O1
SRR5118348	36612	sludge metagenome	0	473	1.2919%	missing	missing	other	O1
SRR5118348	36612	sludge metagenome	0	473	1.2919%	missing	missing	other	O1
SRR5913981	20470	biofilm metagenome	0	461	2.2521%	missing	missing	other	O1
SRR5913981	20470	biofilm metagenome	0	461	2.2521%	missing	missing	other	O1
SRR5913979	27029	biofilm metagenome	0	424	1.5687%	missing	missing	other	O1
SRR5913979	27029	biofilm metagenome	0	424	1.5687%	missing	missing	other	O1
SRR5913968	34330	biofilm metagenome	0	404	1.1768%	missing	missing	other	O1
